Gene type	Gene name
protein_coding	FLVCR1
protein_coding	BRD2
protein_coding	NDUFB1
protein_coding	RCE1
protein_coding	MTARC1
protein_coding	ADAM21
protein_coding	ASB5
protein_coding	CDK2AP2
protein_coding	METTL17
protein_coding	TTYH1
protein_coding	CHST2
protein_coding	CCNJL
protein_coding	UBE2E2
protein_coding	TBX6
protein_coding	TBRG1
protein_coding	CPLX1
protein_coding	DUSP7
protein_coding	CDC25C
protein_coding	SH3RF1
protein_coding	HLA-A
protein_coding	COL9A2
protein_coding	H2AZ1
protein_coding	CACNG6
protein_coding	NDUFA3
protein_coding	FNIP2
protein_coding	SPTSSB
protein_coding	KCNJ5
protein_coding	ARHGAP19
protein_coding	IQCB1
protein_coding	TM7SF2
protein_coding	RAB28
protein_coding	AKR7A2
protein_coding	CCDC88C
protein_coding	FUT2
protein_coding	COQ8B
protein_coding	ANKRD13B
protein_coding	SCGB3A2
protein_coding	ZNF467
protein_coding	ACTA2
protein_coding	MSLN
protein_coding	SPINK9
protein_coding	CNIH1
protein_coding	TMED9
protein_coding	METTL21A
protein_coding	C1QL1
protein_coding	GCH1
protein_coding	CLIP2
protein_coding	DLX3
protein_coding	PDZK1
protein_coding	RAD17
protein_coding	SLC43A2
protein_coding	MPHOSPH9
protein_coding	SRSF5
protein_coding	GLYAT
protein_coding	AFM
protein_coding	MITF
protein_coding	CXCL12
protein_coding	MRPS9
protein_coding	TACR2
protein_coding	ANXA8L1
protein_coding	KLHL11
protein_coding	GIPR
protein_coding	UBE2Z
protein_coding	NOM1
protein_coding	DPF2
protein_coding	CROT
protein_coding	NMT1
protein_coding	SNRNP35
protein_coding	EPC1
protein_coding	MEMO1
protein_coding	SYDE1
protein_coding	SPP1
protein_coding	SLC39A11
protein_coding	ZMYND11
protein_coding	PLAAT3
protein_coding	PGLYRP1
protein_coding	SPTBN2
protein_coding	MEGF8
protein_coding	NR3C2
protein_coding	SMARCD3
protein_coding	NPC2
protein_coding	GPS1
protein_coding	GADD45B
protein_coding	BPGM
protein_coding	PCDH18
protein_coding	LILRA1
protein_coding	PILRA
protein_coding	ROBO2
protein_coding	UGDH
protein_coding	USP35
protein_coding	PYGL
protein_coding	GDE1
protein_coding	MARCHF7
protein_coding	EPS8
protein_coding	FAM220A
protein_coding	FSD1
protein_coding	BAIAP2L1
protein_coding	ABHD16A
protein_coding	CDH3
protein_coding	ZNF354A
protein_coding	MKRN1
protein_coding	GRIP2
protein_coding	PTCD2
protein_coding	U2AF2
protein_coding	DAG1
protein_coding	NAT8L
protein_coding	ANTXR2
protein_coding	CAV1
protein_coding	GGCT
protein_coding	VCPKMT
protein_coding	CMTM7
protein_coding	BST2
protein_coding	AZU1
protein_coding	BUD31
protein_coding	CYP2A7
protein_coding	ITIH1
protein_coding	PARP8
protein_coding	CES2
protein_coding	HRAS
protein_coding	NXF1
protein_coding	OTOGL
protein_coding	PDGFA
protein_coding	PRKCG
protein_coding	KRT39
protein_coding	DLD
protein_coding	CACNA2D4
protein_coding	GNGT2
protein_coding	TGFB3
protein_coding	SIGLEC12
protein_coding	FADS6
protein_coding	LILRB5
protein_coding	TUBG1
protein_coding	SLC16A10
protein_coding	WARS1
protein_coding	APOA5
protein_coding	MOXD1
protein_coding	NNMT
protein_coding	PFAS
protein_coding	ZC3H12D
protein_coding	PCDHGA8
protein_coding	CLDN6
protein_coding	FRK
protein_coding	NOCT
protein_coding	LSP1
protein_coding	DCTPP1
protein_coding	MED28
protein_coding	DEK
protein_coding	FUS
protein_coding	MKRN2
protein_coding	FSTL5
protein_coding	EPS8L1
protein_coding	ATG3
protein_coding	FKBP11
protein_coding	HOXD9
protein_coding	MITD1
protein_coding	GRSF1
protein_coding	DTX2
protein_coding	PCDHGA7
protein_coding	PLD2
protein_coding	CRACR2A
protein_coding	CDK7
protein_coding	CCHCR1
protein_coding	REXO1
protein_coding	TBC1D15
protein_coding	GTF3C2
protein_coding	NPM3
protein_coding	JHY
protein_coding	ST3GAL3
protein_coding	BMP2K
protein_coding	CD33
protein_coding	MMRN2
protein_coding	MMP3
protein_coding	EREG
protein_coding	SEMA4G
protein_coding	HIF3A
protein_coding	FEN1
protein_coding	SOX30
protein_coding	OR51E1
protein_coding	CENPE
protein_coding	PGAP2
protein_coding	COMMD10
protein_coding	VIP
protein_coding	EGFL8
protein_coding	TNKS2
protein_coding	PCDHA12
protein_coding	AKAP12
protein_coding	CCDC39
protein_coding	TBC1D12
protein_coding	LATS1
protein_coding	IL31RA
protein_coding	TRH
protein_coding	ATP6V0E2
protein_coding	KRT9
protein_coding	CEP162
protein_coding	HSD17B1
protein_coding	ZNF304
protein_coding	RAB11FIP3
protein_coding	PSMC6
protein_coding	SELENOI
protein_coding	SEC22C
protein_coding	DCLRE1A
protein_coding	TLCD2
protein_coding	DUSP2
protein_coding	PTGES3
protein_coding	SLC22A5
protein_coding	UBTF
protein_coding	LIPT1
protein_coding	UGT2A2
protein_coding	CDK1
protein_coding	PCLO
protein_coding	CEP164
protein_coding	ANKRD53
protein_coding	HLA-DQB1
protein_coding	DDX49
protein_coding	STEAP2
protein_coding	HS3ST1
protein_coding	CDC20B
protein_coding	SLC40A1
protein_coding	CFL2
protein_coding	HBS1L
protein_coding	TMEM231
protein_coding	DAPP1
protein_coding	NREP
protein_coding	BTBD10
protein_coding	ERG28
protein_coding	BTC
protein_coding	SFR1
protein_coding	HTRA1
protein_coding	MYL11
protein_coding	AP1AR
protein_coding	ESR2
protein_coding	SCIN
protein_coding	LMOD3
protein_coding	BRAP
protein_coding	STXBP5L
protein_coding	GLYR1
protein_coding	CLIP3
protein_coding	ADK
protein_coding	GSTK1
protein_coding	HTN3
protein_coding	HADH
protein_coding	SPRED3
protein_coding	MRPL21
protein_coding	EIF3G
protein_coding	SSH1
protein_coding	EXOG
protein_coding	MINPP1
protein_coding	AKT1
protein_coding	IFT46
protein_coding	ST8SIA6
protein_coding	B4GALT7
protein_coding	ANKRD50
protein_coding	PAOX
protein_coding	PIWIL1
protein_coding	PHKG2
protein_coding	TBCCD1
protein_coding	PIGY
protein_coding	ZC3H12C
protein_coding	CPEB3
protein_coding	IRAG1
protein_coding	NPM1
protein_coding	MECOM
protein_coding	BMAL2
protein_coding	HSD17B13
protein_coding	CHST12
protein_coding	ORAI2
protein_coding	PDE5A
protein_coding	PMS2
protein_coding	MKX
protein_coding	RAB3GAP1
protein_coding	IL32
protein_coding	CHST8
protein_coding	MDFI
protein_coding	RPS25
protein_coding	PCBD1
protein_coding	PEBP1
protein_coding	CLDN1
protein_coding	MAP3K8
protein_coding	RBSN
protein_coding	CFAP206
protein_coding	TMEM120B
protein_coding	FAM32A
protein_coding	HTR3A
protein_coding	GRHL1
protein_coding	SPAG6
protein_coding	MVB12A
protein_coding	FHDC1
protein_coding	SLC17A1
protein_coding	LDHB
protein_coding	CEP44
protein_coding	YWHAQ
protein_coding	CAPN1
protein_coding	SPINT2
protein_coding	TIMM23
protein_coding	TEX264
protein_coding	MAP3K4
protein_coding	ACTB
protein_coding	ARHGEF4
protein_coding	GABRA2
protein_coding	ANKRD2
protein_coding	MYH14
protein_coding	C12orf43
protein_coding	RPP30
protein_coding	GNB4
protein_coding	BRMS1
protein_coding	ADIPOR2
protein_coding	CYTL1
protein_coding	NAF1
protein_coding	PPP1R35
protein_coding	CCZ1
protein_coding	RGS12
protein_coding	PXK
protein_coding	STK25
protein_coding	PPP3CB
protein_coding	AP2B1
protein_coding	NUMB
protein_coding	SPON1
protein_coding	SYCP3
protein_coding	RAD9A
protein_coding	NLRP11
protein_coding	SLC2A12
protein_coding	HMGCLL1
protein_coding	GALNT9
protein_coding	EMC10
protein_coding	OCIAD1
protein_coding	SBDS
protein_coding	RERG
protein_coding	LCOR
protein_coding	EEPD1
protein_coding	CDKAL1
protein_coding	CCT2
protein_coding	PTPN12
protein_coding	PAX6
protein_coding	VPS26A
protein_coding	TFAP2A
protein_coding	TRAPPC2B
protein_coding	KCNJ14
protein_coding	ARSI
protein_coding	B3GNT8
protein_coding	PPP2R2D
protein_coding	SYT3
protein_coding	DST
protein_coding	TNFSF14
protein_coding	RNF187
protein_coding	MACROH2A2
protein_coding	GNG7
protein_coding	PMPCB
protein_coding	MYPN
protein_coding	INSR
protein_coding	KLRC1
protein_coding	VMP1
protein_coding	ADAMTS14
protein_coding	KLRC2
protein_coding	FOXK1
protein_coding	GARS1
protein_coding	RXYLT1
protein_coding	AHCTF1
protein_coding	KCNG3
protein_coding	ANO8
protein_coding	DNTT
protein_coding	USP44
protein_coding	SLC29A3
protein_coding	FANCL
protein_coding	HYAL4
protein_coding	ECSIT
protein_coding	SLC26A4
protein_coding	RGS10
protein_coding	KRT40
protein_coding	GRAP
protein_coding	FBXL15
protein_coding	ARPC1A
protein_coding	PITPNA
protein_coding	STAM
protein_coding	ITGAX
protein_coding	RAD51AP1
protein_coding	GORASP1
protein_coding	MRPS7
protein_coding	TRPV3
protein_coding	INSRR
protein_coding	SYCE1L
protein_coding	TRIM8
protein_coding	CKAP5
protein_coding	TEDC2
protein_coding	CALY
protein_coding	PPT1
protein_coding	UBE3C
protein_coding	MAU2
protein_coding	PRB3
protein_coding	XPOT
protein_coding	MRPS16
protein_coding	PLK1
protein_coding	PITPNC1
protein_coding	HSPA14
protein_coding	LGI4
protein_coding	RAP1GAP2
protein_coding	DDHD1
protein_coding	TMCC1
protein_coding	RUNX2
protein_coding	PPM1B
protein_coding	N4BP1
protein_coding	CLCN1
protein_coding	RBFOX1
protein_coding	HELLS
protein_coding	HRC
protein_coding	SLC25A10
protein_coding	FAM120B
protein_coding	PLPP2
protein_coding	OXA1L
protein_coding	SELENOT
protein_coding	GPR89B
protein_coding	FAT1
protein_coding	NOD1
protein_coding	PLXNA1
protein_coding	ARHGAP23
protein_coding	CCT5
protein_coding	RBM46
protein_coding	EXOSC5
protein_coding	ASXL2
protein_coding	SERPINA6
protein_coding	TDRD12
protein_coding	PRMT5
protein_coding	UGT2B7
protein_coding	LMO3
protein_coding	BMP6
protein_coding	DNAJB1
protein_coding	HFE
protein_coding	PGAM2
protein_coding	CNTN6
protein_coding	ADAP1
protein_coding	MAP4K3
protein_coding	KLHL2
protein_coding	TMEM59L
protein_coding	MEFV
protein_coding	CXCL16
protein_coding	DCPS
protein_coding	NGFR
protein_coding	GP1BA
protein_coding	TFCP2
protein_coding	RPS15
protein_coding	SLC25A33
protein_coding	PM20D2
protein_coding	GBF1
protein_coding	PYGM
protein_coding	PRRT2
protein_coding	CLDN20
protein_coding	KIF6
protein_coding	FSTL3
protein_coding	PTP4A2
protein_coding	UQCC2
protein_coding	CYP8B1
protein_coding	CEP97
protein_coding	BACE1
protein_coding	CISD2
protein_coding	RPL18
protein_coding	ADCY7
protein_coding	TDRD6
protein_coding	BTBD9
protein_coding	ATP2A2
protein_coding	HGF
protein_coding	GRIA2
protein_coding	PNLDC1
protein_coding	HAVCR1
protein_coding	SLC15A2
protein_coding	VIPAS39
protein_coding	ASTN1
protein_coding	KCNK5
protein_coding	TUBB2B
protein_coding	C6orf52
protein_coding	GLIPR1L1
protein_coding	IKZF1
protein_coding	SAE1
protein_coding	TMEM14A
protein_coding	DRD1
protein_coding	AGRP
protein_coding	FOXM1
protein_coding	SMPD3
protein_coding	MATR3
protein_coding	TAB2
protein_coding	CCN2
protein_coding	CEP295
protein_coding	SEMA3B
protein_coding	BEST1
protein_coding	EPM2A
protein_coding	OR1F1
protein_coding	CSF3R
protein_coding	STX18
protein_coding	CTSC
protein_coding	COL28A1
protein_coding	MRPL2
protein_coding	SLC27A5
protein_coding	RIC8B
protein_coding	ATP6V1C2
protein_coding	GON7
protein_coding	SLN
protein_coding	MAX
protein_coding	ACP2
protein_coding	C1GALT1
protein_coding	CFAP45
protein_coding	ORC3
protein_coding	UNC5C
protein_coding	GDF15
protein_coding	GALNT6
protein_coding	CAMK2N1
protein_coding	ETFDH
protein_coding	PRTN3
protein_coding	PP2D1
protein_coding	CD79A
protein_coding	COLQ
protein_coding	WEE2
protein_coding	ASPG
protein_coding	VGF
protein_coding	CEACAM5
protein_coding	GIMAP7
protein_coding	LTBP1
protein_coding	SEMA3D
protein_coding	PSMC3
protein_coding	PARP11
protein_coding	AQP1
protein_coding	TUT4
protein_coding	VPS37D
protein_coding	COX19
protein_coding	SLC25A23
protein_coding	PRKAR1B
protein_coding	CLEC4D
protein_coding	RNF10
protein_coding	RAF1
protein_coding	SYT15
protein_coding	SEC61A2
protein_coding	RNF175
protein_coding	KRT14
protein_coding	SLBP
protein_coding	PLEKHA7
protein_coding	RARA
protein_coding	PSG5
protein_coding	STBD1
protein_coding	CSN3
protein_coding	WFS1
protein_coding	CYB5R2
protein_coding	REEP2
protein_coding	JUP
protein_coding	FUT3
protein_coding	AMBN
protein_coding	GMFG
protein_coding	RGS6
protein_coding	CCNH
protein_coding	FRG1
protein_coding	AFG1L
protein_coding	CCDC141
protein_coding	NELL2
protein_coding	CSKMT
protein_coding	MRPL16
protein_coding	IPO13
protein_coding	AKR1B1
protein_coding	SIPA1
protein_coding	CSN1S1
protein_coding	CLVS2
protein_coding	MDC1
protein_coding	FGF21
protein_coding	MRPS5
protein_coding	OR7A5
protein_coding	ASF1B
protein_coding	NOTCH3
protein_coding	HIF1AN
protein_coding	RHAG
protein_coding	ADGRL3
protein_coding	CREBL2
protein_coding	TAF9
protein_coding	LXN
protein_coding	IFIT2
protein_coding	POP5
protein_coding	COX16
protein_coding	EIF2B5
protein_coding	FLOT1
protein_coding	TLK1
protein_coding	CD300LB
protein_coding	NTF4
protein_coding	TMED10
protein_coding	IRF5
protein_coding	NIPAL4
protein_coding	FLII
protein_coding	OS9
protein_coding	HNRNPH1
protein_coding	FARSA
protein_coding	C14orf39
protein_coding	MIA2
protein_coding	RBP4
protein_coding	CAPRIN1
protein_coding	FBN3
protein_coding	RHEB
protein_coding	UBE2D1
protein_coding	SYNPO2
protein_coding	PTEN
protein_coding	ZC3HC1
protein_coding	CTNNA2
protein_coding	HPGDS
protein_coding	RBM5
protein_coding	HNRNPDL
protein_coding	PLA2G12B
protein_coding	FADD
protein_coding	XPO1
protein_coding	CYP3A4
protein_coding	ZPR1
protein_coding	SIPA1L1
protein_coding	PCDH15
protein_coding	MEI4
protein_coding	LAMA2
protein_coding	BLVRB
protein_coding	ZNF541
protein_coding	LMNB2
protein_coding	GUF1
protein_coding	CHAF1A
protein_coding	PPP3CA
protein_coding	TFAP2B
protein_coding	NUP42
protein_coding	SNX32
protein_coding	TBC1D7
protein_coding	SYT12
protein_coding	DOT1L
protein_coding	ENC1
protein_coding	TRPC3
protein_coding	ZNF175
protein_coding	KRT79
protein_coding	ZMAT2
protein_coding	TMEM80
protein_coding	TMEM119
protein_coding	ARNT
protein_coding	CISH
protein_coding	SLC26A2
protein_coding	SLC7A14
protein_coding	SUMF2
protein_coding	BET1L
protein_coding	DNAJB14
protein_coding	SLC6A6
protein_coding	PEAK3
protein_coding	MED10
protein_coding	CGB7
protein_coding	SINHCAF
protein_coding	TMEM38A
protein_coding	TRIM37
protein_coding	HSD17B4
protein_coding	MCM9
protein_coding	HAUS5
protein_coding	USP38
protein_coding	IDH1
protein_coding	NDST2
protein_coding	NAV3
protein_coding	CPNE5
protein_coding	NECTIN3
protein_coding	SAA1
protein_coding	ADH6
protein_coding	HACD2
protein_coding	FBXW4
protein_coding	PLEKHG1
protein_coding	OSBPL10
protein_coding	CCNG2
protein_coding	CHST11
protein_coding	FGFR1OP2
protein_coding	COMP
protein_coding	TF
protein_coding	PIGG
protein_coding	CSGALNACT2
protein_coding	FKBP5
protein_coding	RCC1L
protein_coding	PDE4A
protein_coding	PITPNM1
protein_coding	NMT2
protein_coding	ETNK1
protein_coding	SAP30L
protein_coding	AP3B1
protein_coding	GRIP1
protein_coding	DMAC2
protein_coding	JDP2
protein_coding	CYP27A1
protein_coding	PSMC1
protein_coding	HOXA2
protein_coding	MCU
protein_coding	INMT
protein_coding	FGL2
protein_coding	PLEKHG2
protein_coding	STK17A
protein_coding	ZNF513
protein_coding	SLC22A16
protein_coding	SLC3A2
protein_coding	PLPP4
protein_coding	MDN1
protein_coding	NUDCD3
protein_coding	GOLGA7B
protein_coding	PCYOX1
protein_coding	NT5C3B
protein_coding	SORCS1
protein_coding	MYG1
protein_coding	SLC7A8
protein_coding	UPP2
protein_coding	INTS1
protein_coding	NKX6-2
protein_coding	NET1
protein_coding	NLRC4
protein_coding	SLC41A2
protein_coding	FBXO30
protein_coding	RNF149
protein_coding	LY6G6D
protein_coding	SLC35A1
protein_coding	MCRS1
protein_coding	PPRC1
protein_coding	PTGER4
protein_coding	POGLUT3
protein_coding	ITGA2
protein_coding	RAD51B
protein_coding	RAPSN
protein_coding	MCHR2
protein_coding	SLC47A1
protein_coding	EGLN3
protein_coding	ULBP1
protein_coding	ATP6V0B
protein_coding	ANKIB1
protein_coding	COPS7B
protein_coding	MRPL17
protein_coding	TYSND1
protein_coding	TMEM258
protein_coding	DLST
protein_coding	EMX2
protein_coding	NKX3-2
protein_coding	LOXL4
protein_coding	DCTD
protein_coding	SNRNP70
protein_coding	NCBP2
protein_coding	POLR3G
protein_coding	MUC3A
protein_coding	APOBEC2
protein_coding	MUSTN1
protein_coding	KIF13A
protein_coding	NT5C3A
protein_coding	DNAJC19
protein_coding	PIAS3
protein_coding	MED21
protein_coding	LMO2
protein_coding	TASOR2
protein_coding	PGA5
protein_coding	EPHA4
protein_coding	CCRL2
protein_coding	VEZF1
protein_coding	MIS18BP1
protein_coding	LLCFC1
protein_coding	GFM1
protein_coding	RPS24
protein_coding	CADPS2
protein_coding	ATG16L2
protein_coding	ACAD10
protein_coding	MYO15A
protein_coding	YJEFN3
protein_coding	PYCR2
protein_coding	TTC7B
protein_coding	BRSK1
protein_coding	METAP1
protein_coding	ARMC9
protein_coding	MYOT
protein_coding	SAR1A
protein_coding	TAOK1
protein_coding	ERAP1
protein_coding	DYRK1B
protein_coding	IRAK2
protein_coding	RAB5C
protein_coding	DMAP1
protein_coding	SOCS4
protein_coding	PIGX
protein_coding	MAPK10
protein_coding	GNG2
protein_coding	GOLGA4
protein_coding	LST1
protein_coding	FOXA1
protein_coding	SERPINA5
protein_coding	NDUFA13
protein_coding	DHTKD1
protein_coding	RASD1
protein_coding	THRA
protein_coding	ACP6
protein_coding	SPRY4
protein_coding	ANKRD6
protein_coding	CETN3
protein_coding	RDH11
protein_coding	STK32A
protein_coding	LTBP3
protein_coding	PTCD1
protein_coding	PSME3
protein_coding	PRDX6
protein_coding	COL23A1
protein_coding	DGLUCY
protein_coding	DTWD2
protein_coding	TCAF1
protein_coding	PTF1A
protein_coding	TRIR
protein_coding	MPP7
protein_coding	CROCC
protein_coding	NEURL1B
protein_coding	AP1M2
protein_coding	LGR5
protein_coding	LOX
protein_coding	PCYT1A
protein_coding	PDLIM4
protein_coding	GAS2L2
protein_coding	TM4SF5
protein_coding	PPP1R1B
protein_coding	FAM53B
protein_coding	ARHGEF28
protein_coding	ALG10
protein_coding	SACM1L
protein_coding	TDRD1
protein_coding	NPHP1
protein_coding	TMTC3
protein_coding	USH2A
protein_coding	PPP6R1
protein_coding	CUL5
protein_coding	SERPINF2
protein_coding	BACH2
protein_coding	ABI1
protein_coding	SIK2
protein_coding	VPS33A
protein_coding	ATP6V1F
protein_coding	MPC2
protein_coding	WNT16
protein_coding	TMEM126B
protein_coding	ABCB4
protein_coding	AGO3
protein_coding	CLNS1A
protein_coding	RBP5
protein_coding	CDKL3
protein_coding	ANO4
protein_coding	CDC5L
protein_coding	CA6
protein_coding	MCM6
protein_coding	PKIB
protein_coding	PDLIM7
protein_coding	NMNAT1
protein_coding	IFT57
protein_coding	SKIL
protein_coding	YAP1
protein_coding	CHCHD6
protein_coding	FRMD1
protein_coding	SOCS2
protein_coding	PRPSAP2
protein_coding	AQP10
protein_coding	MINDY4
protein_coding	IP6K1
protein_coding	ERP27
protein_coding	PPP4R3B
protein_coding	HMX3
protein_coding	TAOK3
protein_coding	BEND6
protein_coding	RTP2
protein_coding	TRA2B
protein_coding	CGB8
protein_coding	BAG3
protein_coding	MSH5
protein_coding	COL16A1
protein_coding	PRF1
protein_coding	WBP1L
protein_coding	RHBDD2
protein_coding	FXYD5
protein_coding	KY
protein_coding	P4HA1
protein_coding	GPNMB
protein_coding	TFRC
protein_coding	SMOC2
protein_coding	CLP1
protein_coding	UBASH3B
protein_coding	FSTL1
protein_coding	NR1H3
protein_coding	TULP4
protein_coding	AICDA
protein_coding	SLC22A15
protein_coding	RGS14
protein_coding	OPN1SW
protein_coding	LEP
protein_coding	ASIC3
protein_coding	NRBF2
protein_coding	AFDN
protein_coding	DUSP5
protein_coding	SHLD3
protein_coding	RAD52
protein_coding	METTL6
protein_coding	HBEGF
protein_coding	ALKBH4
protein_coding	PHYKPL
protein_coding	RAB18
protein_coding	TOR1AIP1
protein_coding	SGCE
protein_coding	DALRD3
protein_coding	MRPL18
protein_coding	BOLA3
protein_coding	RPL23A
protein_coding	LRFN2
protein_coding	UNC5CL
protein_coding	ALKAL2
protein_coding	SLC39A7
protein_coding	ABCA10
protein_coding	GPX5
protein_coding	NEUROD4
protein_coding	EMP1
protein_coding	SLC30A6
protein_coding	DSE
protein_coding	HYAL3
protein_coding	PCDHA11
protein_coding	CFAP73
protein_coding	ZNF8
protein_coding	SLC26A6
protein_coding	IL12B
protein_coding	POLR1G
protein_coding	LRIG3
protein_coding	ICAM4
protein_coding	E2F3
protein_coding	DCLK2
protein_coding	VAV3
protein_coding	DAB2
protein_coding	SUZ12
protein_coding	SIGLEC11
protein_coding	UFL1
protein_coding	KLF11
protein_coding	RPS18
protein_coding	AKAP8
protein_coding	KRT8
protein_coding	OR2T2
protein_coding	SAP30
protein_coding	FSHB
protein_coding	TRPC6
protein_coding	TMEM129
protein_coding	PROCA1
protein_coding	TLE5
protein_coding	ROS1
protein_coding	SRD5A3
protein_coding	GNPDA2
protein_coding	C1QTNF4
protein_coding	VPS37C
protein_coding	BDKRB1
protein_coding	DCAKD
protein_coding	RASA1
protein_coding	SYNCRIP
protein_coding	KIF1A
protein_coding	CXCL11
protein_coding	RNF121
protein_coding	KIAA0319L
protein_coding	ART3
protein_coding	RCVRN
protein_coding	EXOC7
protein_coding	POLE
protein_coding	VGLL4
protein_coding	ESAM
protein_coding	PPP2R3C
protein_coding	DXO
protein_coding	CCNE1
protein_coding	ARCN1
protein_coding	AMT
protein_coding	MRI1
protein_coding	TENT4A
protein_coding	ENDOD1
protein_coding	PGM3
protein_coding	TNNT3
protein_coding	MTHFD1
protein_coding	RLN3
protein_coding	PDE4C
protein_coding	FBXL14
protein_coding	CLEC4E
protein_coding	CSRP2
protein_coding	SLIT2
protein_coding	HMGCS1
protein_coding	KIR2DL1
protein_coding	ECSCR
protein_coding	B3GAT2
protein_coding	UBE2D4
protein_coding	CFD
protein_coding	TMEM50A
protein_coding	PAK1IP1
protein_coding	IFT80
protein_coding	GIPC1
protein_coding	STAB2
protein_coding	MYO10
protein_coding	TRIM56
protein_coding	GLI1
protein_coding	KPNA6
protein_coding	SIVA1
protein_coding	SLC5A10
protein_coding	GCDH
protein_coding	FOXG1
protein_coding	SART3
protein_coding	CINP
protein_coding	SENP5
protein_coding	ADPRS
protein_coding	LIN52
protein_coding	ABCA13
protein_coding	SEC14L1
protein_coding	SFRP2
protein_coding	UIMC1
protein_coding	AJUBA
protein_coding	ABHD10
protein_coding	USF3
protein_coding	DNAJC13
protein_coding	ARHGAP24
protein_coding	ERF
protein_coding	NUMBL
protein_coding	NCAPG
protein_coding	ANGPTL8
protein_coding	GTF2I
protein_coding	TBC1D17
protein_coding	TRAIP
protein_coding	DMGDH
protein_coding	ARHGAP9
protein_coding	MAP2K6
protein_coding	TMEM150C
protein_coding	RAB37
protein_coding	ADH1A
protein_coding	XRCC1
protein_coding	ARHGAP32
protein_coding	POPDC2
protein_coding	PRICKLE1
protein_coding	ARRB2
protein_coding	ATG7
protein_coding	TNIP3
protein_coding	SF1
protein_coding	PDE1A
protein_coding	LEAP2
protein_coding	PAPSS1
protein_coding	FAM13B
protein_coding	CNN2
protein_coding	OSBPL9
protein_coding	ING5
protein_coding	EFNB3
protein_coding	OXSM
protein_coding	ERBB2
protein_coding	KDM2B
protein_coding	KLHL3
protein_coding	NPHS1
protein_coding	ENOPH1
protein_coding	WT1
protein_coding	ELL2
protein_coding	ATRIP
protein_coding	ITPR2
protein_coding	COX7B2
protein_coding	FAT4
protein_coding	MOB1B
protein_coding	OLFM2
protein_coding	DIXDC1
protein_coding	KLKB1
protein_coding	PJA2
protein_coding	GALM
protein_coding	STRAP
protein_coding	PDE8B
protein_coding	NANOS3
protein_coding	SCN2B
protein_coding	CNTN3
protein_coding	MINK1
protein_coding	CARNS1
protein_coding	GLB1L
protein_coding	MYOZ2
protein_coding	TICAM1
protein_coding	NCCRP1
protein_coding	PROS1
protein_coding	GALNT8
protein_coding	CRTAM
protein_coding	BORCS5
protein_coding	ITGB7
protein_coding	POLA2
protein_coding	NOL10
protein_coding	TSPAN32
protein_coding	ESM1
protein_coding	DAND5
protein_coding	SLC45A2
protein_coding	KRTDAP
protein_coding	CDHR2
protein_coding	MARK4
protein_coding	LTA4H
protein_coding	CACNA2D2
protein_coding	CENPU
protein_coding	RAB39A
protein_coding	UBXN1
protein_coding	KMT5C
protein_coding	VAMP4
protein_coding	DEFB131A
protein_coding	CXCL5
protein_coding	CHST10
protein_coding	ACBD4
protein_coding	MPND
protein_coding	FSTL4
protein_coding	TAFA3
protein_coding	PCDHGB2
protein_coding	IL17B
protein_coding	RELL1
protein_coding	CDC23
protein_coding	MAN2B2
protein_coding	PIK3C2A
protein_coding	CEP85
protein_coding	SNRPD2
protein_coding	WDR70
protein_coding	TBC1D30
protein_coding	LALBA
protein_coding	POU6F1
protein_coding	DDX25
protein_coding	SFSWAP
protein_coding	GULP1
protein_coding	LSM7
protein_coding	POLN
protein_coding	IMPDH2
protein_coding	DELE1
protein_coding	ZNF358
protein_coding	DENND1C
protein_coding	KRT13
protein_coding	DCHS2
protein_coding	SMURF2
protein_coding	IL26
protein_coding	NPNT
protein_coding	SLC4A8
protein_coding	FERMT3
protein_coding	LDLR
protein_coding	GSTM2
protein_coding	CSNK1G3
protein_coding	FASN
protein_coding	CD44
protein_coding	MAML3
protein_coding	MLEC
protein_coding	GLRA3
protein_coding	LYZ
protein_coding	CACNA1A
protein_coding	TLL1
protein_coding	FGF23
protein_coding	LLPH
protein_coding	RFX4
protein_coding	PLK3
protein_coding	COMMD2
protein_coding	MSMO1
protein_coding	GNL3
protein_coding	BANK1
protein_coding	ERP29
protein_coding	G6PC1
protein_coding	TAF1A
protein_coding	NUDT4
protein_coding	EIF5A
protein_coding	MACROH2A1
protein_coding	LRIG1
protein_coding	TSPAN5
protein_coding	RBMXL1
protein_coding	REEP6
protein_coding	HJV
protein_coding	TIGAR
protein_coding	TRAK2
protein_coding	SENP1
protein_coding	GFY
protein_coding	GGN
protein_coding	LYAR
protein_coding	PSMD8
protein_coding	ANXA5
protein_coding	SHANK1
protein_coding	TUBD1
protein_coding	HOXC11
protein_coding	IL22
protein_coding	EVI5L
protein_coding	NUP133
protein_coding	CCL16
protein_coding	COG1
protein_coding	NMUR1
protein_coding	A2ML1
protein_coding	NCOA1
protein_coding	SYT5
protein_coding	BAIAP2
protein_coding	KLHDC8B
protein_coding	APLP1
protein_coding	GALNT10
protein_coding	ABCF3
protein_coding	NENF
protein_coding	MED7
protein_coding	BHLHE41
protein_coding	TCOF1
protein_coding	BAZ2A
protein_coding	CC2D1B
protein_coding	UGT2B10
protein_coding	ATL3
protein_coding	SMARCA5
protein_coding	TIA1
protein_coding	ART1
protein_coding	FETUB
protein_coding	SIPA1L3
protein_coding	KRT85
